Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Repayment Probability
50,1.0,1.0,604,99,Salaried,0,Married,Graduate,0.203
46,1.0,1.0,668,25,Self-Employed,0,Married,Graduate,0.253
30,20.04,7.47,596,200,Salaried,1,Single,Graduate,0.112
49,1.0,1.41,638,46,Salaried,1,Single,Graduate,0.111
36,15.21,13.9,709,155,Self-Employed,3,Single,Graduate,0.148
56,9.18,4.61,654,82,Self-Employed,2,Married,Post-Graduate,0.066
40,4.03,4.38,611,174,Salaried,1,Married,Graduate,0.13
65,14.8,9.25,813,19,Salaried,1,Married,Graduate,0.176
57,13.61,3.88,688,199,Salaried,2,Married,Graduate,0.173
42,28.88,12.48,647,23,Self-Employed,2,Married,Graduate,0.168
27,7.0,7.0,591,188,Self-Employed,1,Married,Graduate,0.068
43,23.52,4.06,512,121,Self-Employed,1,Married,Graduate,0.087
61,14.82,7.14,677,91,Salaried,1,Married,High School,0.18
60,6.71,2.63,562,126,Self-Employed,0,Married,Post-Graduate,0.204
49,18.39,7.02,771,79,Salaried,2,Married,Post-Graduate,0.233
36,16.53,17.45,702,174,Self-Employed,3,Married,Graduate,0.18
58,12.29,15.44,855,56,Salaried,0,Married,Graduate,0.241
48,14.13,15.57,722,52,Salaried,1,Married,Post-Graduate,0.115
58,7.22,7.25,627,72,Salaried,1,Single,High School,0.128
51,5.39,7.45,511,235,Self-Employed,2,Married,Graduate,0.0
34,18.08,3.29,780,87,Unemployed,1,Married,Graduate,0.315
53,10.21,3.42,570,224,Salaried,0,Married,High School,0.115
29,11.36,7.73,659,154,Salaried,0,Married,High School,0.147
47,14.24,8.85,867,110,Salaried,2,Single,Post-Graduate,0.284
44,14.12,9.68,761,78,Salaried,0,Single,Graduate,0.185
33,1.0,1.0,738,198,Unemployed,1,Married,Graduate,0.207
46,22.29,6.89,794,13,Salaried,0,Single,Graduate,0.29
49,12.97,10.54,790,133,Self-Employed,1,Married,Graduate,0.211
63,10.38,14.52,858,145,Self-Employed,2,Single,Graduate,0.215
48,15.45,10.02,639,196,Salaried,2,Single,Graduate,0.122
48,13.89,2.23,662,27,Self-Employed,1,Married,Graduate,0.195
28,18.14,19.75,607,34,Self-Employed,1,Single,Graduate,0.095
43,16.3,8.27,696,106,Self-Employed,2,Married,Post-Graduate,0.192
49,17.74,7.86,686,125,Salaried,0,Married,Post-Graduate,0.187
25,22.81,12.64,524,52,Salaried,0,Single,Graduate,0.067
62,19.07,21.23,634,169,Self-Employed,0,Married,Graduate,0.088
27,10.72,13.36,843,206,Salaried,1,Married,Post-Graduate,0.135
62,3.02,2.79,724,130,Unemployed,1,Married,Graduate,0.281
56,25.34,13.97,771,133,Salaried,0,Married,Graduate,0.292
61,10.1,5.4,687,66,Salaried,2,Single,Graduate,0.257
47,8.22,2.25,511,219,Self-Employed,0,Married,Post-Graduate,0.058
22,1.0,1.41,687,143,Salaried,0,Married,Graduate,0.175
45,14.71,14.61,804,121,Salaried,1,Married,Graduate,0.169
29,13.19,1.82,581,111,Salaried,1,Married,High School,0.224
47,1.0,1.03,774,39,Salaried,1,Married,Graduate,0.197
21,15.63,11.35,529,189,Salaried,0,Single,Graduate,0.079
43,8.01,11.71,702,39,Salaried,1,Married,Graduate,0.167
30,33.52,40.0,754,134,Self-Employed,1,Married,Graduate,0.176
62,7.45,2.53,668,192,Salaried,0,Single,Post-Graduate,0.198
45,8.52,9.44,900,206,Self-Employed,1,Married,High School,0.229
23,5.0,3.9,650,37,Self-Employed,2,Married,Post-Graduate,0.23
26,22.22,8.04,642,178,Self-Employed,0,Single,Graduate,0.178
26,9.02,9.73,720,24,Self-Employed,2,Single,Post-Graduate,0.228
22,6.2,5.37,624,82,Salaried,1,Single,Graduate,0.074
38,17.66,2.52,555,65,Salaried,2,Married,High School,0.234
43,1.0,1.01,590,24,Salaried,1,Married,Graduate,0.129
22,17.0,16.81,775,131,Self-Employed,0,Single,Graduate,0.214
32,26.25,7.92,669,70,Self-Employed,0,Married,Post-Graduate,0.185
42,16.53,9.73,870,15,Unemployed,1,Married,Post-Graduate,0.226
57,17.1,15.74,655,91,Self-Employed,3,Married,Graduate,0.117
40,18.96,5.58,771,196,Salaried,0,Married,Graduate,0.256
59,25.68,33.23,751,231,Self-Employed,2,Married,Graduate,0.028
44,21.68,3.0,654,71,Salaried,3,Single,Graduate,0.193
40,15.52,3.79,612,58,Self-Employed,1,Married,Post-Graduate,0.061
21,19.23,5.05,526,88,Salaried,2,Single,Graduate,0.077
21,4.91,4.12,755,213,Salaried,1,Single,Post-Graduate,0.149
37,18.21,17.63,819,16,Salaried,1,Married,Graduate,0.121
21,3.96,2.63,541,47,Unemployed,2,Single,Graduate,0.119
65,9.06,4.57,662,30,Self-Employed,2,Married,Graduate,0.27
50,1.0,1.23,633,41,Salaried,3,Married,Post-Graduate,0.174
61,15.21,2.98,755,122,Salaried,0,Married,Graduate,0.19
23,6.85,3.37,667,52,Salaried,2,Single,Post-Graduate,0.158
31,20.89,3.23,832,187,Salaried,2,Married,Post-Graduate,0.269
44,15.12,1.81,661,39,Salaried,0,Married,Post-Graduate,0.223
42,20.99,12.48,576,42,Self-Employed,1,Single,Graduate,0.13
64,3.33,1.24,653,239,Self-Employed,0,Married,Graduate,0.122
65,20.31,9.66,664,196,Unemployed,3,Married,Graduate,0.102
46,28.85,36.04,752,182,Salaried,0,Single,High School,0.138
33,18.11,5.94,662,204,Self-Employed,1,Married,Graduate,0.231
21,18.32,21.84,744,148,Salaried,0,Single,Post-Graduate,0.115
44,13.36,13.96,620,23,Salaried,0,Married,Graduate,0.071
30,7.8,4.34,670,226,Salaried,3,Married,Graduate,0.168
55,18.09,15.65,621,151,Unemployed,0,Single,Graduate,0.113
44,1.0,1.0,615,53,Unemployed,0,Single,High School,0.074
48,8.66,2.42,827,212,Self-Employed,1,Married,Post-Graduate,0.197
56,1.0,1.37,628,192,Salaried,1,Single,Graduate,0.189
36,6.37,5.72,665,101,Self-Employed,1,Single,Graduate,0.141
60,17.14,22.84,804,233,Self-Employed,1,Married,Graduate,0.177
36,16.04,20.1,775,196,Salaried,0,Single,Graduate,0.069
37,12.41,2.63,864,223,Salaried,1,Married,Graduate,0.215
35,13.36,5.21,748,27,Self-Employed,1,Married,Post-Graduate,0.294
36,1.0,1.0,639,216,Self-Employed,0,Married,Graduate,0.119
35,9.02,11.39,900,110,Self-Employed,1,Married,Graduate,0.282
54,6.55,8.56,758,189,Salaried,1,Single,Graduate,0.209
31,6.73,5.65,684,143,Salaried,0,Single,Graduate,0.155
21,16.8,4.13,705,126,Self-Employed,1,Single,Post-Graduate,0.209
35,5.12,1.48,717,228,Self-Employed,0,Married,Graduate,0.139
46,7.16,8.87,676,24,Salaried,1,Single,Graduate,0.049
24,1.0,1.4,562,71,Self-Employed,1,Single,Graduate,0.165
63,9.65,3.66,862,39,Salaried,1,Married,High School,0.367
25,3.3,1.0,697,120,Salaried,0,Single,Post-Graduate,0.147
55,12.63,7.11,718,151,Salaried,1,Married,Graduate,0.269
33,4.39,1.0,900,163,Salaried,0,Married,Graduate,0.318
30,12.84,16.17,631,103,Salaried,1,Single,Graduate,0.0
31,10.84,8.54,765,140,Unemployed,1,Married,Post-Graduate,0.123
38,25.38,25.34,620,173,Self-Employed,0,Married,Post-Graduate,0.0
54,15.98,10.8,732,142,Unemployed,1,Married,High School,0.21
59,1.0,1.0,720,33,Salaried,1,Married,Graduate,0.167
61,1.88,1.0,779,96,Self-Employed,2,Single,Post-Graduate,0.188
62,12.44,14.66,820,38,Unemployed,0,Single,Graduate,0.2
43,4.56,4.9,642,160,Salaried,1,Married,Graduate,0.12
27,1.0,1.0,841,225,Salaried,0,Married,Graduate,0.253
59,22.8,12.53,848,152,Self-Employed,2,Married,Graduate,0.295
23,17.76,1.81,675,55,Salaried,1,Single,Graduate,0.184
32,16.17,3.06,699,91,Salaried,0,Married,Graduate,0.165
27,7.14,6.94,650,121,Unemployed,0,Single,Graduate,0.163
46,15.42,12.65,669,35,Self-Employed,1,Single,Graduate,0.144
53,6.37,4.51,579,185,Salaried,1,Single,Graduate,0.098
57,13.64,17.17,777,28,Salaried,3,Married,Graduate,0.211
35,4.64,3.74,494,16,Salaried,1,Married,Graduate,0.05
22,24.13,15.4,630,49,Salaried,1,Single,High School,0.04
61,1.0,1.0,695,70,Salaried,1,Married,Graduate,0.156
27,21.86,27.3,829,166,Salaried,0,Single,Graduate,0.307
52,12.31,11.16,645,193,Salaried,0,Married,High School,0.114
24,8.08,1.85,742,116,Unemployed,2,Married,Graduate,0.159
40,13.34,13.45,691,107,Salaried,3,Single,Post-Graduate,0.112
56,17.87,12.42,794,101,Salaried,2,Married,Graduate,0.241
52,22.93,28.34,737,82,Self-Employed,4,Married,Graduate,0.051
48,14.51,20.12,783,111,Salaried,2,Married,Graduate,0.288
33,4.87,4.58,644,66,Self-Employed,3,Single,Graduate,0.077
21,12.45,14.0,598,82,Self-Employed,2,Married,High School,0.046
55,26.53,4.75,736,182,Unemployed,3,Married,Post-Graduate,0.31
50,22.78,20.15,651,102,Salaried,0,Single,Post-Graduate,0.16
56,19.27,22.3,703,177,Salaried,1,Married,Graduate,0.206
45,18.37,14.61,731,123,Salaried,2,Married,Graduate,0.241
36,17.6,16.39,824,227,Salaried,0,Single,Post-Graduate,0.232
39,21.27,28.9,778,99,Self-Employed,2,Single,Graduate,0.043
21,8.35,3.15,631,72,Self-Employed,2,Married,High School,0.118
25,1.16,1.0,585,184,Unemployed,1,Single,Post-Graduate,0.041
42,12.55,13.39,870,197,Salaried,2,Single,Graduate,0.178
44,5.46,6.84,541,119,Self-Employed,2,Married,Graduate,0.014
63,3.56,4.59,654,168,Salaried,0,Married,Graduate,0.092
65,6.24,6.23,764,193,Unemployed,1,Married,Graduate,0.242
57,31.88,40.0,863,230,Salaried,0,Single,Post-Graduate,0.187
56,13.09,14.15,681,45,Self-Employed,0,Single,Post-Graduate,0.079
56,14.9,3.31,702,160,Salaried,0,Married,Graduate,0.224
24,2.22,2.59,612,56,Salaried,0,Single,Graduate,0.058
56,1.0,1.0,712,140,Self-Employed,2,Married,Graduate,0.168
38,5.45,2.35,584,149,Self-Employed,4,Married,Post-Graduate,0.03
36,23.51,15.34,624,197,Self-Employed,0,Married,Post-Graduate,0.104
61,14.67,7.93,776,105,Salaried,4,Married,High School,0.127
38,16.79,9.24,656,39,Salaried,0,Single,High School,0.216
42,17.91,6.04,791,200,Salaried,0,Married,High School,0.201
22,7.27,3.72,684,117,Self-Employed,0,Single,Graduate,0.162
41,23.1,2.95,563,41,Salaried,2,Married,Post-Graduate,0.117
56,6.94,5.29,816,39,Unemployed,0,Married,Graduate,0.225
64,23.25,27.34,568,168,Self-Employed,3,Married,Graduate,0.025
59,15.54,20.31,639,42,Salaried,0,Married,Post-Graduate,0.087
59,1.0,1.25,680,118,Self-Employed,0,Married,Post-Graduate,0.068
49,6.02,4.11,800,207,Self-Employed,2,Single,Post-Graduate,0.223
46,1.0,1.12,647,94,Salaried,0,Single,Graduate,0.185
41,21.31,10.72,607,213,Salaried,0,Married,Post-Graduate,0.105
37,11.8,2.1,716,120,Salaried,1,Married,Post-Graduate,0.242
36,1.0,1.05,678,42,Salaried,2,Married,Post-Graduate,0.139
51,15.01,15.13,653,237,Salaried,0,Married,High School,0.044
29,7.7,9.41,721,52,Self-Employed,0,Single,Graduate,0.201
51,1.0,1.0,579,75,Salaried,0,Married,Graduate,0.184
34,25.42,8.13,527,133,Self-Employed,0,Married,Graduate,0.147
57,12.86,16.65,900,181,Self-Employed,0,Married,Graduate,0.265
22,9.65,9.44,710,55,Self-Employed,1,Single,Post-Graduate,0.15
34,8.8,10.83,717,170,Salaried,0,Married,Post-Graduate,0.144
53,1.0,1.18,621,127,Self-Employed,3,Married,Post-Graduate,0.168
55,1.56,1.0,789,150,Self-Employed,0,Single,Graduate,0.259
59,22.28,4.55,646,47,Salaried,1,Married,Graduate,0.253
40,8.21,2.85,421,119,Unemployed,2,Married,Post-Graduate,0.007
22,12.18,2.8,643,43,Salaried,2,Single,Post-Graduate,0.162
61,1.0,1.0,671,226,Salaried,0,Single,High School,0.151
39,1.46,1.09,682,115,Salaried,3,Married,Graduate,0.081
57,16.88,23.12,680,178,Salaried,0,Married,Post-Graduate,0.007
38,15.02,19.84,635,78,Self-Employed,2,Married,Graduate,0.126
36,26.03,28.79,625,199,Salaried,1,Single,Graduate,0.0
24,22.74,3.04,670,103,Salaried,1,Married,High School,0.207
32,10.15,5.87,535,36,Self-Employed,0,Married,Graduate,0.157
49,15.78,16.65,504,39,Self-Employed,1,Married,Graduate,0.029
27,9.47,2.66,709,158,Salaried,1,Single,Graduate,0.154
34,28.44,34.74,711,222,Self-Employed,1,Married,High School,0.118
32,21.19,29.25,787,168,Salaried,2,Married,High School,0.158
55,13.36,7.96,674,189,Self-Employed,1,Married,Graduate,0.222
25,13.6,14.8,580,30,Unemployed,1,Married,Graduate,0.088
37,23.56,7.24,506,67,Salaried,0,Married,Post-Graduate,0.035
62,16.64,17.76,610,157,Salaried,1,Single,Graduate,0.084
52,24.47,3.18,742,184,Salaried,0,Married,Post-Graduate,0.251
30,1.0,1.0,844,124,Salaried,1,Single,Graduate,0.177
63,15.69,17.16,705,99,Salaried,2,Single,Graduate,0.148
37,7.88,8.64,578,113,Salaried,1,Single,Graduate,0.029
25,26.05,25.99,612,137,Salaried,2,Single,High School,0.153
65,24.37,18.72,615,219,Salaried,0,Married,Post-Graduate,0.072
62,12.26,12.81,659,93,Salaried,0,Married,Post-Graduate,0.02
29,24.29,28.74,812,52,Salaried,0,Single,Graduate,0.214
53,26.26,38.16,819,137,Self-Employed,1,Married,Graduate,0.157
56,12.6,16.94,682,24,Unemployed,0,Married,Graduate,0.101
56,31.78,38.53,718,207,Salaried,0,Married,Post-Graduate,0.015
38,11.75,12.6,620,216,Salaried,1,Married,Graduate,0.173
29,10.28,9.29,529,110,Salaried,1,Single,Graduate,0.189
49,18.93,5.09,878,207,Self-Employed,3,Married,Graduate,0.3
34,9.17,3.04,467,94,Unemployed,0,Married,Graduate,0.069
45,12.68,15.83,516,35,Self-Employed,0,Single,Post-Graduate,0.039
35,23.28,28.51,879,172,Salaried,1,Married,Graduate,0.197
26,12.15,11.67,701,108,Self-Employed,0,Married,Post-Graduate,0.189
62,1.0,1.0,587,84,Self-Employed,0,Married,Graduate,0.113
49,14.94,2.04,768,194,Salaried,0,Single,Graduate,0.211
35,6.43,3.59,777,14,Self-Employed,0,Married,Graduate,0.214
49,18.92,13.03,566,14,Salaried,0,Married,Graduate,0.066
24,17.57,13.71,646,41,Salaried,0,Single,Post-Graduate,0.157
38,23.77,33.3,787,157,Salaried,1,Single,Graduate,0.129
64,19.26,4.86,618,205,Salaried,2,Married,Graduate,0.158
59,20.72,17.12,728,235,Self-Employed,2,Married,Graduate,0.102
36,6.65,4.09,842,182,Self-Employed,1,Married,Graduate,0.278
31,18.43,27.39,460,212,Salaried,1,Married,Graduate,0.0
34,27.75,36.26,665,77,Salaried,1,Married,Graduate,0.117
23,6.49,4.64,726,223,Salaried,1,Single,Post-Graduate,0.153
62,26.4,39.59,520,38,Self-Employed,2,Single,Graduate,0.0
58,7.61,6.24,647,111,Salaried,0,Single,Graduate,0.186
65,5.18,1.73,804,116,Self-Employed,1,Single,Graduate,0.207
62,14.37,12.62,629,121,Unemployed,2,Married,Post-Graduate,0.096
38,17.73,7.39,551,30,Salaried,0,Married,Post-Graduate,0.134
40,19.29,19.11,813,27,Salaried,2,Married,Graduate,0.191
45,4.31,6.09,744,37,Salaried,0,Married,Post-Graduate,0.187
58,15.48,18.59,693,25,Salaried,2,Single,Graduate,0.106
33,6.52,3.15,690,58,Salaried,2,Single,Post-Graduate,0.28
24,1.0,1.0,802,157,Self-Employed,1,Single,Graduate,0.278
34,4.57,1.0,729,167,Salaried,1,Married,High School,0.158
53,5.99,3.0,764,122,Salaried,1,Married,High School,0.19
48,16.17,3.71,630,158,Salaried,1,Single,Post-Graduate,0.238
57,21.22,16.96,508,41,Self-Employed,2,Married,Graduate,0.118
28,1.0,1.09,762,116,Salaried,0,Single,Post-Graduate,0.227
64,14.82,17.07,810,160,Self-Employed,0,Married,Graduate,0.196
54,2.59,1.0,677,160,Salaried,0,Single,Post-Graduate,0.149
64,17.03,9.81,788,59,Self-Employed,3,Single,Graduate,0.211
25,7.02,3.53,666,194,Self-Employed,1,Single,Post-Graduate,0.132
25,3.59,1.0,690,169,Salaried,0,Single,Graduate,0.139
51,18.4,11.18,875,53,Salaried,0,Single,Graduate,0.371
65,7.3,3.79,670,176,Self-Employed,1,Single,Graduate,0.18
29,9.47,9.36,664,52,Self-Employed,1,Married,Graduate,0.179
62,1.0,1.34,513,185,Salaried,1,Single,Graduate,0.0
52,19.57,14.42,769,107,Salaried,1,Single,Graduate,0.239
53,18.57,21.27,629,105,Salaried,1,Single,Graduate,0.0
23,12.04,3.67,714,225,Self-Employed,1,Married,Graduate,0.113
50,1.0,1.35,668,199,Self-Employed,1,Married,Graduate,0.169
32,21.67,6.8,655,99,Salaried,2,Married,Graduate,0.213
49,6.67,2.46,688,213,Salaried,2,Married,Graduate,0.037
23,8.37,2.08,695,227,Salaried,3,Married,Graduate,0.178
46,30.5,16.27,817,12,Self-Employed,2,Married,Graduate,0.327
50,6.37,5.56,852,65,Unemployed,1,Single,High School,0.201
29,17.94,26.61,765,127,Self-Employed,0,Single,Graduate,0.172
46,16.5,19.98,827,46,Self-Employed,2,Married,Post-Graduate,0.193
22,15.12,9.57,785,155,Salaried,2,Single,Post-Graduate,0.206
23,14.26,12.92,749,16,Unemployed,2,Married,Graduate,0.197
24,15.01,14.6,845,170,Self-Employed,0,Single,Graduate,0.202
45,14.18,17.75,569,120,Salaried,1,Single,Graduate,0.151
33,11.58,13.1,631,48,Self-Employed,0,Married,Graduate,0.191
59,24.09,21.61,617,130,Salaried,0,Married,Graduate,0.191
64,1.5,1.56,669,164,Self-Employed,2,Married,Graduate,0.132
55,20.17,23.08,768,118,Unemployed,0,Married,Graduate,0.155
43,18.58,5.32,588,124,Salaried,0,Married,Post-Graduate,0.175
29,17.59,6.7,750,201,Self-Employed,0,Single,Graduate,0.263
22,20.94,22.28,641,164,Salaried,0,Married,Post-Graduate,0.107
61,11.26,14.53,665,78,Unemployed,0,Single,Graduate,0.135
64,1.0,1.0,720,49,Salaried,3,Married,Post-Graduate,0.173
51,11.42,16.81,868,235,Self-Employed,1,Married,Post-Graduate,0.214
64,4.07,1.64,628,187,Salaried,1,Married,Post-Graduate,0.125
22,6.15,4.2,691,223,Salaried,1,Married,Graduate,0.115
52,2.06,1.3,592,233,Salaried,3,Married,Graduate,0.042
38,8.18,11.47,627,203,Salaried,3,Single,Graduate,0.038
33,7.23,3.61,591,141,Unemployed,2,Single,Graduate,0.034
25,1.0,1.0,724,203,Salaried,1,Married,Graduate,0.115
62,17.6,6.37,742,208,Salaried,1,Married,Post-Graduate,0.285
64,29.76,24.69,768,222,Salaried,1,Married,Post-Graduate,0.181
30,16.85,21.91,624,159,Salaried,0,Married,Graduate,0.106
63,10.38,5.46,750,97,Salaried,0,Married,Post-Graduate,0.194
45,11.56,14.28,711,22,Unemployed,1,Married,Post-Graduate,0.056
54,8.63,11.87,694,130,Salaried,2,Married,Graduate,0.148
57,12.72,2.57,575,93,Self-Employed,0,Married,Post-Graduate,0.169
50,11.7,13.56,715,230,Self-Employed,0,Married,Graduate,0.157
27,5.27,2.41,718,170,Self-Employed,1,Single,Graduate,0.181
26,25.46,8.8,710,46,Unemployed,2,Single,Post-Graduate,0.149
23,1.0,1.0,740,183,Unemployed,2,Single,Graduate,0.246
33,17.75,19.31,769,194,Salaried,1,Married,High School,0.217
23,11.19,7.3,590,56,Unemployed,1,Single,Post-Graduate,0.202
46,27.21,4.21,678,160,Salaried,0,Married,Graduate,0.133
44,14.73,20.21,751,191,Salaried,1,Single,Graduate,0.149
26,9.12,10.24,673,159,Self-Employed,1,Single,Graduate,0.176
63,10.02,4.81,795,20,Salaried,1,Single,Graduate,0.272
62,12.32,9.8,709,106,Salaried,1,Married,Post-Graduate,0.164
32,2.86,1.0,504,148,Self-Employed,1,Married,Graduate,0.095
56,5.87,3.38,783,197,Salaried,0,Married,Graduate,0.241
22,1.0,1.0,688,210,Salaried,1,Single,Graduate,0.17
31,4.62,3.81,523,172,Unemployed,0,Single,Graduate,0.019
59,12.75,4.99,674,12,Salaried,0,Married,High School,0.278
54,14.4,17.1,573,222,Salaried,0,Married,Graduate,0.126
46,1.0,1.0,775,14,Unemployed,2,Married,Graduate,0.246
38,10.9,9.95,696,178,Unemployed,0,Married,High School,0.183
41,16.51,7.93,607,151,Salaried,0,Married,Graduate,0.077
56,10.7,7.44,781,105,Salaried,2,Married,Graduate,0.191
60,6.93,2.71,745,155,Unemployed,3,Married,Graduate,0.104
64,8.7,8.58,676,216,Salaried,2,Married,Post-Graduate,0.248
42,7.67,5.34,575,189,Salaried,2,Single,Graduate,0.098
50,6.91,1.0,615,99,Salaried,3,Married,Graduate,0.166
63,13.39,1.87,614,220,Self-Employed,1,Married,Post-Graduate,0.132
50,30.46,23.14,774,38,Salaried,0,Married,Graduate,0.071
28,6.05,2.16,531,40,Salaried,3,Single,Post-Graduate,0.038
54,9.45,8.69,695,138,Salaried,1,Married,Graduate,0.086
29,11.59,7.78,674,131,Salaried,1,Married,Graduate,0.16
40,6.5,6.61,803,116,Salaried,1,Married,Post-Graduate,0.179
60,20.79,29.8,723,89,Salaried,0,Married,Post-Graduate,0.174
45,1.0,1.0,753,80,Self-Employed,3,Single,Graduate,0.146
39,7.75,9.32,647,118,Unemployed,1,Married,Graduate,0.129
25,18.55,21.41,576,191,Self-Employed,1,Single,Graduate,0.006
31,9.65,13.42,667,113,Salaried,0,Single,Graduate,0.183
35,5.43,2.17,777,17,Salaried,1,Married,Graduate,0.267
28,15.53,19.54,777,163,Salaried,1,Single,Post-Graduate,0.102
39,19.25,26.33,656,51,Salaried,1,Married,Graduate,0.089
43,13.69,8.9,613,44,Self-Employed,1,Single,Graduate,0.101
47,5.59,3.01,594,148,Salaried,0,Married,Post-Graduate,0.191
60,15.65,22.42,686,188,Unemployed,0,Married,Post-Graduate,0.059
52,8.78,8.59,713,78,Self-Employed,1,Single,Graduate,0.207
46,17.96,11.37,847,162,Unemployed,1,Married,Graduate,0.247
47,23.87,28.85,712,224,Salaried,0,Married,Post-Graduate,0.065
39,1.0,1.0,761,33,Salaried,1,Married,Graduate,0.292
62,12.89,4.47,621,83,Salaried,0,Married,Graduate,0.153
49,1.0,1.0,704,223,Self-Employed,1,Married,Graduate,0.078
59,31.53,28.15,714,89,Unemployed,0,Married,Graduate,0.156
61,8.26,10.37,685,105,Salaried,2,Married,Graduate,0.095
53,17.97,13.29,697,127,Salaried,1,Single,Post-Graduate,0.251
39,11.72,14.54,712,147,Salaried,1,Married,Graduate,0.173
57,5.58,2.99,748,158,Unemployed,2,Married,Graduate,0.235
39,4.62,4.18,816,120,Salaried,0,Single,Graduate,0.157
53,24.69,9.68,473,177,Self-Employed,1,Married,Graduate,0.155
36,19.65,12.57,811,239,Salaried,0,Married,Post-Graduate,0.196
43,27.55,35.83,528,145,Self-Employed,0,Single,Graduate,0.0
27,12.44,5.01,730,191,Salaried,1,Single,Post-Graduate,0.213
46,14.3,17.65,900,45,Salaried,2,Single,Post-Graduate,0.213
52,9.86,4.89,695,85,Self-Employed,0,Single,Graduate,0.163
32,9.7,1.44,718,106,Self-Employed,2,Married,Graduate,0.253
28,3.66,1.0,668,150,Salaried,3,Single,Post-Graduate,0.054
25,12.67,14.5,766,54,Self-Employed,1,Married,Graduate,0.151
62,5.69,2.66,736,46,Salaried,0,Single,Graduate,0.235
48,15.54,15.79,632,150,Unemployed,2,Single,Graduate,0.115
25,13.36,14.41,688,179,Salaried,1,Single,High School,0.044
46,14.3,8.34,588,171,Salaried,3,Married,Graduate,0.119
25,25.4,19.43,688,188,Salaried,0,Single,Graduate,0.17
42,11.7,7.78,658,101,Salaried,1,Single,Post-Graduate,0.099
35,18.05,25.74,713,225,Salaried,1,Single,Post-Graduate,0.0
33,28.41,15.57,629,196,Salaried,1,Married,Graduate,0.072
48,22.45,8.01,678,76,Salaried,1,Married,Graduate,0.245
53,21.23,12.99,700,59,Salaried,2,Married,Graduate,0.168
63,9.55,9.91,707,232,Salaried,0,Single,Graduate,0.096
43,13.84,14.9,727,191,Self-Employed,0,Married,Post-Graduate,0.19
53,1.45,2.02,682,50,Self-Employed,3,Single,Post-Graduate,0.118
63,15.99,21.34,621,225,Salaried,1,Single,Post-Graduate,0.1
38,14.2,7.15,708,193,Salaried,1,Single,High School,0.168
50,12.19,8.99,682,235,Salaried,0,Married,Graduate,0.056
46,20.22,23.18,802,164,Self-Employed,1,Single,Graduate,0.194
36,2.34,3.24,815,115,Unemployed,1,Married,Graduate,0.224
33,25.08,14.35,562,184,Salaried,0,Married,Graduate,0.13
59,19.21,13.87,761,168,Self-Employed,2,Single,High School,0.151
53,11.43,15.54,781,112,Salaried,0,Single,Graduate,0.135
46,10.81,6.51,565,43,Salaried,0,Married,Graduate,0.176
21,15.84,12.24,757,134,Salaried,0,Married,Graduate,0.215
58,24.17,33.02,789,105,Salaried,0,Married,Graduate,0.126
22,12.81,15.67,605,135,Self-Employed,0,Single,Graduate,0.098
